start_region_hash,slots,0
4f8d81b5c31af5d1ba579a65ddc8a5cb,3,7
4f8d81b5c31af5d1ba579a65ddc8a5cb,4,4
4f8d81b5c31af5d1ba579a65ddc8a5cb,5,1
4f8d81b5c31af5d1ba579a65ddc8a5cb,6,11
4f8d81b5c31af5d1ba579a65ddc8a5cb,7,13
4f8d81b5c31af5d1ba579a65ddc8a5cb,8,49
4f8d81b5c31af5d1ba579a65ddc8a5cb,9,79
4f8d81b5c31af5d1ba579a65ddc8a5cb,10,138
4f8d81b5c31af5d1ba579a65ddc8a5cb,11,82
4f8d81b5c31af5d1ba579a65ddc8a5cb,12,97
4f8d81b5c31af5d1ba579a65ddc8a5cb,13,110
4f8d81b5c31af5d1ba579a65ddc8a5cb,14,101
4f8d81b5c31af5d1ba579a65ddc8a5cb,15,53
4f8d81b5c31af5d1ba579a65ddc8a5cb,16,64
4f8d81b5c31af5d1ba579a65ddc8a5cb,17,70
4f8d81b5c31af5d1ba579a65ddc8a5cb,18,70
4f8d81b5c31af5d1ba579a65ddc8a5cb,19,57
4f8d81b5c31af5d1ba579a65ddc8a5cb,20,69
4f8d81b5c31af5d1ba579a65ddc8a5cb,21,62
4f8d81b5c31af5d1ba579a65ddc8a5cb,22,66
4f8d81b5c31af5d1ba579a65ddc8a5cb,23,41
52a4e8aaa12f70020e889aed8fd5ddbc,0,58
52a4e8aaa12f70020e889aed8fd5ddbc,1,43
52a4e8aaa12f70020e889aed8fd5ddbc,2,18
52a4e8aaa12f70020e889aed8fd5ddbc,3,19
52a4e8aaa12f70020e889aed8fd5ddbc,4,9
52a4e8aaa12f70020e889aed8fd5ddbc,5,18
52a4e8aaa12f70020e889aed8fd5ddbc,6,27
52a4e8aaa12f70020e889aed8fd5ddbc,7,94
52a4e8aaa12f70020e889aed8fd5ddbc,8,137
52a4e8aaa12f70020e889aed8fd5ddbc,9,163
52a4e8aaa12f70020e889aed8fd5ddbc,10,189
52a4e8aaa12f70020e889aed8fd5ddbc,11,177
52a4e8aaa12f70020e889aed8fd5ddbc,12,132
52a4e8aaa12f70020e889aed8fd5ddbc,13,193
52a4e8aaa12f70020e889aed8fd5ddbc,14,202
52a4e8aaa12f70020e889aed8fd5ddbc,15,126
52a4e8aaa12f70020e889aed8fd5ddbc,16,128
52a4e8aaa12f70020e889aed8fd5ddbc,17,149
52a4e8aaa12f70020e889aed8fd5ddbc,18,170
52a4e8aaa12f70020e889aed8fd5ddbc,19,177
52a4e8aaa12f70020e889aed8fd5ddbc,20,143
52a4e8aaa12f70020e889aed8fd5ddbc,21,131
52a4e8aaa12f70020e889aed8fd5ddbc,22,126
52a4e8aaa12f70020e889aed8fd5ddbc,23,87
52d7b69796362a8ed1691a6cc02ddde4,0,14
52d7b69796362a8ed1691a6cc02ddde4,1,20
52d7b69796362a8ed1691a6cc02ddde4,2,1
52d7b69796362a8ed1691a6cc02ddde4,3,4
52d7b69796362a8ed1691a6cc02ddde4,4,14
52d7b69796362a8ed1691a6cc02ddde4,5,6
52d7b69796362a8ed1691a6cc02ddde4,6,2
52d7b69796362a8ed1691a6cc02ddde4,7,17
52d7b69796362a8ed1691a6cc02ddde4,8,55
52d7b69796362a8ed1691a6cc02ddde4,9,43
52d7b69796362a8ed1691a6cc02ddde4,10,63
52d7b69796362a8ed1691a6cc02ddde4,11,63
52d7b69796362a8ed1691a6cc02ddde4,12,48
52d7b69796362a8ed1691a6cc02ddde4,13,61
52d7b69796362a8ed1691a6cc02ddde4,14,69
52d7b69796362a8ed1691a6cc02ddde4,15,51
52d7b69796362a8ed1691a6cc02ddde4,16,80
52d7b69796362a8ed1691a6cc02ddde4,17,60
52d7b69796362a8ed1691a6cc02ddde4,18,46
52d7b69796362a8ed1691a6cc02ddde4,19,59
52d7b69796362a8ed1691a6cc02ddde4,20,64
52d7b69796362a8ed1691a6cc02ddde4,21,38
52d7b69796362a8ed1691a6cc02ddde4,22,31
52d7b69796362a8ed1691a6cc02ddde4,23,29
52e56004d92b8c74d53e1e42699cba6f,0,37
52e56004d92b8c74d53e1e42699cba6f,1,10
52e56004d92b8c74d53e1e42699cba6f,2,6
52e56004d92b8c74d53e1e42699cba6f,3,2
52e56004d92b8c74d53e1e42699cba6f,4,2
52e56004d92b8c74d53e1e42699cba6f,6,9
52e56004d92b8c74d53e1e42699cba6f,7,50
52e56004d92b8c74d53e1e42699cba6f,8,99
52e56004d92b8c74d53e1e42699cba6f,9,155
52e56004d92b8c74d53e1e42699cba6f,10,179
52e56004d92b8c74d53e1e42699cba6f,11,247
52e56004d92b8c74d53e1e42699cba6f,12,209
52e56004d92b8c74d53e1e42699cba6f,13,450
52e56004d92b8c74d53e1e42699cba6f,14,433
52e56004d92b8c74d53e1e42699cba6f,15,180
52e56004d92b8c74d53e1e42699cba6f,16,124
52e56004d92b8c74d53e1e42699cba6f,17,190
52e56004d92b8c74d53e1e42699cba6f,18,204
52e56004d92b8c74d53e1e42699cba6f,19,125
52e56004d92b8c74d53e1e42699cba6f,20,100
52e56004d92b8c74d53e1e42699cba6f,21,83
52e56004d92b8c74d53e1e42699cba6f,22,71
52e56004d92b8c74d53e1e42699cba6f,23,47
58c7a4888306d8ff3a641d1c0feccbe3,0,2
58c7a4888306d8ff3a641d1c0feccbe3,1,3
58c7a4888306d8ff3a641d1c0feccbe3,5,1
58c7a4888306d8ff3a641d1c0feccbe3,6,3
58c7a4888306d8ff3a641d1c0feccbe3,7,8
58c7a4888306d8ff3a641d1c0feccbe3,8,19
58c7a4888306d8ff3a641d1c0feccbe3,9,19
58c7a4888306d8ff3a641d1c0feccbe3,10,9
58c7a4888306d8ff3a641d1c0feccbe3,11,16
58c7a4888306d8ff3a641d1c0feccbe3,12,22
58c7a4888306d8ff3a641d1c0feccbe3,13,30
58c7a4888306d8ff3a641d1c0feccbe3,14,25
58c7a4888306d8ff3a641d1c0feccbe3,15,28
58c7a4888306d8ff3a641d1c0feccbe3,16,39
58c7a4888306d8ff3a641d1c0feccbe3,17,32
58c7a4888306d8ff3a641d1c0feccbe3,18,14
58c7a4888306d8ff3a641d1c0feccbe3,19,12
58c7a4888306d8ff3a641d1c0feccbe3,20,26
58c7a4888306d8ff3a641d1c0feccbe3,21,7
58c7a4888306d8ff3a641d1c0feccbe3,22,14
58c7a4888306d8ff3a641d1c0feccbe3,23,2
62afaf3288e236b389af9cfdc5206415,0,516
62afaf3288e236b389af9cfdc5206415,1,330
62afaf3288e236b389af9cfdc5206415,2,223
62afaf3288e236b389af9cfdc5206415,3,145
62afaf3288e236b389af9cfdc5206415,4,101
62afaf3288e236b389af9cfdc5206415,5,87
62afaf3288e236b389af9cfdc5206415,6,133
62afaf3288e236b389af9cfdc5206415,7,259
62afaf3288e236b389af9cfdc5206415,8,537
62afaf3288e236b389af9cfdc5206415,9,677
62afaf3288e236b389af9cfdc5206415,10,842
62afaf3288e236b389af9cfdc5206415,11,904
62afaf3288e236b389af9cfdc5206415,12,926
62afaf3288e236b389af9cfdc5206415,13,1190
62afaf3288e236b389af9cfdc5206415,14,1326
62afaf3288e236b389af9cfdc5206415,15,1382
62afaf3288e236b389af9cfdc5206415,16,1441
62afaf3288e236b389af9cfdc5206415,17,1569
62afaf3288e236b389af9cfdc5206415,18,1363
62afaf3288e236b389af9cfdc5206415,19,1086
62afaf3288e236b389af9cfdc5206415,20,1135
62afaf3288e236b389af9cfdc5206415,21,1056
62afaf3288e236b389af9cfdc5206415,22,1000
62afaf3288e236b389af9cfdc5206415,23,695
693a21b16653871bbd455403da5412b4,0,84
693a21b16653871bbd455403da5412b4,1,23
693a21b16653871bbd455403da5412b4,2,11
693a21b16653871bbd455403da5412b4,3,1
693a21b16653871bbd455403da5412b4,6,4
693a21b16653871bbd455403da5412b4,7,9
693a21b16653871bbd455403da5412b4,8,15
693a21b16653871bbd455403da5412b4,9,32
693a21b16653871bbd455403da5412b4,10,37
693a21b16653871bbd455403da5412b4,11,36
693a21b16653871bbd455403da5412b4,12,24
693a21b16653871bbd455403da5412b4,13,42
693a21b16653871bbd455403da5412b4,14,47
693a21b16653871bbd455403da5412b4,15,66
693a21b16653871bbd455403da5412b4,16,43
693a21b16653871bbd455403da5412b4,17,65
693a21b16653871bbd455403da5412b4,18,87
693a21b16653871bbd455403da5412b4,19,56
693a21b16653871bbd455403da5412b4,20,50
693a21b16653871bbd455403da5412b4,21,50
693a21b16653871bbd455403da5412b4,22,54
693a21b16653871bbd455403da5412b4,23,102
73ff8ef735e1d68f0cdcbb84d788f2b6,0,5
73ff8ef735e1d68f0cdcbb84d788f2b6,1,2
73ff8ef735e1d68f0cdcbb84d788f2b6,2,4
73ff8ef735e1d68f0cdcbb84d788f2b6,5,1
73ff8ef735e1d68f0cdcbb84d788f2b6,6,1
73ff8ef735e1d68f0cdcbb84d788f2b6,7,6
73ff8ef735e1d68f0cdcbb84d788f2b6,8,32
73ff8ef735e1d68f0cdcbb84d788f2b6,9,47
73ff8ef735e1d68f0cdcbb84d788f2b6,10,36
73ff8ef735e1d68f0cdcbb84d788f2b6,11,42
73ff8ef735e1d68f0cdcbb84d788f2b6,12,43
73ff8ef735e1d68f0cdcbb84d788f2b6,13,67
73ff8ef735e1d68f0cdcbb84d788f2b6,14,62
73ff8ef735e1d68f0cdcbb84d788f2b6,15,74
73ff8ef735e1d68f0cdcbb84d788f2b6,16,68
73ff8ef735e1d68f0cdcbb84d788f2b6,17,52
73ff8ef735e1d68f0cdcbb84d788f2b6,18,66
73ff8ef735e1d68f0cdcbb84d788f2b6,19,54
73ff8ef735e1d68f0cdcbb84d788f2b6,20,66
73ff8ef735e1d68f0cdcbb84d788f2b6,21,58
73ff8ef735e1d68f0cdcbb84d788f2b6,22,59
73ff8ef735e1d68f0cdcbb84d788f2b6,23,25
74c1c25f4b283fa74a5514307b0d0278,0,413
74c1c25f4b283fa74a5514307b0d0278,1,295
74c1c25f4b283fa74a5514307b0d0278,2,192
74c1c25f4b283fa74a5514307b0d0278,3,109
74c1c25f4b283fa74a5514307b0d0278,4,66
74c1c25f4b283fa74a5514307b0d0278,5,39
74c1c25f4b283fa74a5514307b0d0278,6,51
74c1c25f4b283fa74a5514307b0d0278,7,171
74c1c25f4b283fa74a5514307b0d0278,8,350
74c1c25f4b283fa74a5514307b0d0278,9,455
74c1c25f4b283fa74a5514307b0d0278,10,463
74c1c25f4b283fa74a5514307b0d0278,11,535
74c1c25f4b283fa74a5514307b0d0278,12,579
74c1c25f4b283fa74a5514307b0d0278,13,675
74c1c25f4b283fa74a5514307b0d0278,14,657
74c1c25f4b283fa74a5514307b0d0278,15,752
74c1c25f4b283fa74a5514307b0d0278,16,904
74c1c25f4b283fa74a5514307b0d0278,17,1038
74c1c25f4b283fa74a5514307b0d0278,18,804
74c1c25f4b283fa74a5514307b0d0278,19,695
74c1c25f4b283fa74a5514307b0d0278,20,764
74c1c25f4b283fa74a5514307b0d0278,21,866
74c1c25f4b283fa74a5514307b0d0278,22,760
74c1c25f4b283fa74a5514307b0d0278,23,528
74ec84f1cf75cf89ae176c8c6ceec5ba,0,6
74ec84f1cf75cf89ae176c8c6ceec5ba,1,4
74ec84f1cf75cf89ae176c8c6ceec5ba,3,4
74ec84f1cf75cf89ae176c8c6ceec5ba,6,1
74ec84f1cf75cf89ae176c8c6ceec5ba,7,12
74ec84f1cf75cf89ae176c8c6ceec5ba,8,16
74ec84f1cf75cf89ae176c8c6ceec5ba,9,27
74ec84f1cf75cf89ae176c8c6ceec5ba,10,18
74ec84f1cf75cf89ae176c8c6ceec5ba,11,23
74ec84f1cf75cf89ae176c8c6ceec5ba,12,25
74ec84f1cf75cf89ae176c8c6ceec5ba,13,34
74ec84f1cf75cf89ae176c8c6ceec5ba,14,18
74ec84f1cf75cf89ae176c8c6ceec5ba,15,18
74ec84f1cf75cf89ae176c8c6ceec5ba,16,9
74ec84f1cf75cf89ae176c8c6ceec5ba,17,23
74ec84f1cf75cf89ae176c8c6ceec5ba,18,22
74ec84f1cf75cf89ae176c8c6ceec5ba,19,25
74ec84f1cf75cf89ae176c8c6ceec5ba,20,17
74ec84f1cf75cf89ae176c8c6ceec5ba,21,12
74ec84f1cf75cf89ae176c8c6ceec5ba,22,7
74ec84f1cf75cf89ae176c8c6ceec5ba,23,9
7f84bdfc2b6d4541e1f6c0a3349e0251,0,4
7f84bdfc2b6d4541e1f6c0a3349e0251,5,1
7f84bdfc2b6d4541e1f6c0a3349e0251,6,1
7f84bdfc2b6d4541e1f6c0a3349e0251,7,1
7f84bdfc2b6d4541e1f6c0a3349e0251,8,7
7f84bdfc2b6d4541e1f6c0a3349e0251,9,6
7f84bdfc2b6d4541e1f6c0a3349e0251,10,15
7f84bdfc2b6d4541e1f6c0a3349e0251,11,12
7f84bdfc2b6d4541e1f6c0a3349e0251,12,8
7f84bdfc2b6d4541e1f6c0a3349e0251,13,10
7f84bdfc2b6d4541e1f6c0a3349e0251,14,9
7f84bdfc2b6d4541e1f6c0a3349e0251,15,14
7f84bdfc2b6d4541e1f6c0a3349e0251,16,15
7f84bdfc2b6d4541e1f6c0a3349e0251,17,10
7f84bdfc2b6d4541e1f6c0a3349e0251,18,18
7f84bdfc2b6d4541e1f6c0a3349e0251,19,12
7f84bdfc2b6d4541e1f6c0a3349e0251,20,9
7f84bdfc2b6d4541e1f6c0a3349e0251,21,6
7f84bdfc2b6d4541e1f6c0a3349e0251,22,9
7f84bdfc2b6d4541e1f6c0a3349e0251,23,5
825a21aa308dea206adb49c4b77c7805,0,2
825a21aa308dea206adb49c4b77c7805,1,2
825a21aa308dea206adb49c4b77c7805,2,3
825a21aa308dea206adb49c4b77c7805,6,2
825a21aa308dea206adb49c4b77c7805,7,6
825a21aa308dea206adb49c4b77c7805,8,11
825a21aa308dea206adb49c4b77c7805,9,10
825a21aa308dea206adb49c4b77c7805,10,22
825a21aa308dea206adb49c4b77c7805,11,24
825a21aa308dea206adb49c4b77c7805,12,31
825a21aa308dea206adb49c4b77c7805,13,24
825a21aa308dea206adb49c4b77c7805,14,13
825a21aa308dea206adb49c4b77c7805,15,17
825a21aa308dea206adb49c4b77c7805,16,18
825a21aa308dea206adb49c4b77c7805,17,38
825a21aa308dea206adb49c4b77c7805,18,21
825a21aa308dea206adb49c4b77c7805,19,16
825a21aa308dea206adb49c4b77c7805,20,11
825a21aa308dea206adb49c4b77c7805,21,13
825a21aa308dea206adb49c4b77c7805,22,7
825a21aa308dea206adb49c4b77c7805,23,8
825c426141df01d38c1b9e9c5330bdac,0,9
825c426141df01d38c1b9e9c5330bdac,6,1
825c426141df01d38c1b9e9c5330bdac,7,9
825c426141df01d38c1b9e9c5330bdac,8,11
825c426141df01d38c1b9e9c5330bdac,9,15
825c426141df01d38c1b9e9c5330bdac,10,20
825c426141df01d38c1b9e9c5330bdac,11,22
825c426141df01d38c1b9e9c5330bdac,12,20
825c426141df01d38c1b9e9c5330bdac,13,24
825c426141df01d38c1b9e9c5330bdac,14,14
825c426141df01d38c1b9e9c5330bdac,15,18
825c426141df01d38c1b9e9c5330bdac,16,17
825c426141df01d38c1b9e9c5330bdac,17,14
825c426141df01d38c1b9e9c5330bdac,18,21
825c426141df01d38c1b9e9c5330bdac,19,17
825c426141df01d38c1b9e9c5330bdac,20,23
825c426141df01d38c1b9e9c5330bdac,21,7
825c426141df01d38c1b9e9c5330bdac,22,13
825c426141df01d38c1b9e9c5330bdac,23,3
82cc4851f9e4faa4e54309f8bb73fd7c,0,565
82cc4851f9e4faa4e54309f8bb73fd7c,1,402
82cc4851f9e4faa4e54309f8bb73fd7c,2,252
82cc4851f9e4faa4e54309f8bb73fd7c,3,150
82cc4851f9e4faa4e54309f8bb73fd7c,4,73
82cc4851f9e4faa4e54309f8bb73fd7c,5,92
82cc4851f9e4faa4e54309f8bb73fd7c,6,131
82cc4851f9e4faa4e54309f8bb73fd7c,7,338
82cc4851f9e4faa4e54309f8bb73fd7c,8,775
82cc4851f9e4faa4e54309f8bb73fd7c,9,964
82cc4851f9e4faa4e54309f8bb73fd7c,10,1330
82cc4851f9e4faa4e54309f8bb73fd7c,11,1431
82cc4851f9e4faa4e54309f8bb73fd7c,12,1415
82cc4851f9e4faa4e54309f8bb73fd7c,13,1677
82cc4851f9e4faa4e54309f8bb73fd7c,14,1888
82cc4851f9e4faa4e54309f8bb73fd7c,15,1410
82cc4851f9e4faa4e54309f8bb73fd7c,16,1468
82cc4851f9e4faa4e54309f8bb73fd7c,17,1741
82cc4851f9e4faa4e54309f8bb73fd7c,18,1753
82cc4851f9e4faa4e54309f8bb73fd7c,19,1642
82cc4851f9e4faa4e54309f8bb73fd7c,20,1591
82cc4851f9e4faa4e54309f8bb73fd7c,21,1642
82cc4851f9e4faa4e54309f8bb73fd7c,22,1418
82cc4851f9e4faa4e54309f8bb73fd7c,23,850
8316146a6f78cc6d9f113f0390859417,0,4
8316146a6f78cc6d9f113f0390859417,1,4
8316146a6f78cc6d9f113f0390859417,7,6
8316146a6f78cc6d9f113f0390859417,8,10
8316146a6f78cc6d9f113f0390859417,9,22
8316146a6f78cc6d9f113f0390859417,10,13
8316146a6f78cc6d9f113f0390859417,11,19
8316146a6f78cc6d9f113f0390859417,12,3
8316146a6f78cc6d9f113f0390859417,13,3
8316146a6f78cc6d9f113f0390859417,14,12
8316146a6f78cc6d9f113f0390859417,15,1
8316146a6f78cc6d9f113f0390859417,16,3
8316146a6f78cc6d9f113f0390859417,17,10
8316146a6f78cc6d9f113f0390859417,18,5
8316146a6f78cc6d9f113f0390859417,19,10
8316146a6f78cc6d9f113f0390859417,21,5
87285a66236346350541b8815c5fae94,0,169
87285a66236346350541b8815c5fae94,1,95
87285a66236346350541b8815c5fae94,2,64
87285a66236346350541b8815c5fae94,3,51
87285a66236346350541b8815c5fae94,4,21
87285a66236346350541b8815c5fae94,5,12
87285a66236346350541b8815c5fae94,6,9
87285a66236346350541b8815c5fae94,7,40
87285a66236346350541b8815c5fae94,8,112
87285a66236346350541b8815c5fae94,9,168
87285a66236346350541b8815c5fae94,10,185
87285a66236346350541b8815c5fae94,11,212
87285a66236346350541b8815c5fae94,12,219
87285a66236346350541b8815c5fae94,13,209
87285a66236346350541b8815c5fae94,14,204
87285a66236346350541b8815c5fae94,15,245
87285a66236346350541b8815c5fae94,16,270
87285a66236346350541b8815c5fae94,17,322
87285a66236346350541b8815c5fae94,18,327
87285a66236346350541b8815c5fae94,19,290
87285a66236346350541b8815c5fae94,20,251
87285a66236346350541b8815c5fae94,21,243
87285a66236346350541b8815c5fae94,22,256
87285a66236346350541b8815c5fae94,23,209
8bb37d24db1ad665e706c2655d9c4c72,0,15
8bb37d24db1ad665e706c2655d9c4c72,1,5
8bb37d24db1ad665e706c2655d9c4c72,6,2
8bb37d24db1ad665e706c2655d9c4c72,7,11
8bb37d24db1ad665e706c2655d9c4c72,8,20
8bb37d24db1ad665e706c2655d9c4c72,9,54
8bb37d24db1ad665e706c2655d9c4c72,10,62
8bb37d24db1ad665e706c2655d9c4c72,11,57
8bb37d24db1ad665e706c2655d9c4c72,12,62
8bb37d24db1ad665e706c2655d9c4c72,13,74
8bb37d24db1ad665e706c2655d9c4c72,14,51
8bb37d24db1ad665e706c2655d9c4c72,15,45
8bb37d24db1ad665e706c2655d9c4c72,16,35
8bb37d24db1ad665e706c2655d9c4c72,17,37
8bb37d24db1ad665e706c2655d9c4c72,18,89
8bb37d24db1ad665e706c2655d9c4c72,19,56
8bb37d24db1ad665e706c2655d9c4c72,20,63
8bb37d24db1ad665e706c2655d9c4c72,21,61
8bb37d24db1ad665e706c2655d9c4c72,22,86
8bb37d24db1ad665e706c2655d9c4c72,23,16
90c5a34f06ac86aee0fd70e2adce7d8a,0,458
90c5a34f06ac86aee0fd70e2adce7d8a,1,363
90c5a34f06ac86aee0fd70e2adce7d8a,2,215
90c5a34f06ac86aee0fd70e2adce7d8a,3,129
90c5a34f06ac86aee0fd70e2adce7d8a,4,58
90c5a34f06ac86aee0fd70e2adce7d8a,5,62
90c5a34f06ac86aee0fd70e2adce7d8a,6,109
90c5a34f06ac86aee0fd70e2adce7d8a,7,253
90c5a34f06ac86aee0fd70e2adce7d8a,8,571
90c5a34f06ac86aee0fd70e2adce7d8a,9,675
90c5a34f06ac86aee0fd70e2adce7d8a,10,659
90c5a34f06ac86aee0fd70e2adce7d8a,11,759
90c5a34f06ac86aee0fd70e2adce7d8a,12,881
90c5a34f06ac86aee0fd70e2adce7d8a,13,1009
90c5a34f06ac86aee0fd70e2adce7d8a,14,1036
90c5a34f06ac86aee0fd70e2adce7d8a,15,1002
90c5a34f06ac86aee0fd70e2adce7d8a,16,1104
90c5a34f06ac86aee0fd70e2adce7d8a,17,1296
90c5a34f06ac86aee0fd70e2adce7d8a,18,1515
90c5a34f06ac86aee0fd70e2adce7d8a,19,1317
90c5a34f06ac86aee0fd70e2adce7d8a,20,1209
90c5a34f06ac86aee0fd70e2adce7d8a,21,1275
90c5a34f06ac86aee0fd70e2adce7d8a,22,1354
90c5a34f06ac86aee0fd70e2adce7d8a,23,715
91690261186ae5bee8f83808ea1e4a01,0,108
91690261186ae5bee8f83808ea1e4a01,1,46
91690261186ae5bee8f83808ea1e4a01,2,23
91690261186ae5bee8f83808ea1e4a01,3,8
91690261186ae5bee8f83808ea1e4a01,4,14
91690261186ae5bee8f83808ea1e4a01,5,11
91690261186ae5bee8f83808ea1e4a01,6,21
91690261186ae5bee8f83808ea1e4a01,7,100
91690261186ae5bee8f83808ea1e4a01,8,287
91690261186ae5bee8f83808ea1e4a01,9,376
91690261186ae5bee8f83808ea1e4a01,10,390
91690261186ae5bee8f83808ea1e4a01,11,428
91690261186ae5bee8f83808ea1e4a01,12,454
91690261186ae5bee8f83808ea1e4a01,13,464
91690261186ae5bee8f83808ea1e4a01,14,436
91690261186ae5bee8f83808ea1e4a01,15,484
91690261186ae5bee8f83808ea1e4a01,16,488
91690261186ae5bee8f83808ea1e4a01,17,594
91690261186ae5bee8f83808ea1e4a01,18,682
91690261186ae5bee8f83808ea1e4a01,19,566
91690261186ae5bee8f83808ea1e4a01,20,399
91690261186ae5bee8f83808ea1e4a01,21,431
91690261186ae5bee8f83808ea1e4a01,22,343
91690261186ae5bee8f83808ea1e4a01,23,228
929ec6c160e6f52c20a4217c7978f681,0,330
929ec6c160e6f52c20a4217c7978f681,1,296
929ec6c160e6f52c20a4217c7978f681,2,308
929ec6c160e6f52c20a4217c7978f681,3,232
929ec6c160e6f52c20a4217c7978f681,4,203
929ec6c160e6f52c20a4217c7978f681,5,73
929ec6c160e6f52c20a4217c7978f681,6,52
929ec6c160e6f52c20a4217c7978f681,7,145
929ec6c160e6f52c20a4217c7978f681,8,300
929ec6c160e6f52c20a4217c7978f681,9,406
929ec6c160e6f52c20a4217c7978f681,10,616
929ec6c160e6f52c20a4217c7978f681,11,739
929ec6c160e6f52c20a4217c7978f681,12,842
929ec6c160e6f52c20a4217c7978f681,13,987
929ec6c160e6f52c20a4217c7978f681,14,1385
929ec6c160e6f52c20a4217c7978f681,15,1774
929ec6c160e6f52c20a4217c7978f681,16,1927
929ec6c160e6f52c20a4217c7978f681,17,2717
929ec6c160e6f52c20a4217c7978f681,18,2009
929ec6c160e6f52c20a4217c7978f681,19,822
929ec6c160e6f52c20a4217c7978f681,20,674
929ec6c160e6f52c20a4217c7978f681,21,716
929ec6c160e6f52c20a4217c7978f681,22,549
929ec6c160e6f52c20a4217c7978f681,23,381
a5609739c6b5c2719a3752327c5e33a7,0,123
a5609739c6b5c2719a3752327c5e33a7,1,81
a5609739c6b5c2719a3752327c5e33a7,2,68
a5609739c6b5c2719a3752327c5e33a7,3,44
a5609739c6b5c2719a3752327c5e33a7,4,28
a5609739c6b5c2719a3752327c5e33a7,5,11
a5609739c6b5c2719a3752327c5e33a7,6,34
a5609739c6b5c2719a3752327c5e33a7,7,101
a5609739c6b5c2719a3752327c5e33a7,8,235
a5609739c6b5c2719a3752327c5e33a7,9,247
a5609739c6b5c2719a3752327c5e33a7,10,231
a5609739c6b5c2719a3752327c5e33a7,11,253
a5609739c6b5c2719a3752327c5e33a7,12,257
a5609739c6b5c2719a3752327c5e33a7,13,303
a5609739c6b5c2719a3752327c5e33a7,14,283
a5609739c6b5c2719a3752327c5e33a7,15,256
a5609739c6b5c2719a3752327c5e33a7,16,319
a5609739c6b5c2719a3752327c5e33a7,17,323
a5609739c6b5c2719a3752327c5e33a7,18,317
a5609739c6b5c2719a3752327c5e33a7,19,294
a5609739c6b5c2719a3752327c5e33a7,20,301
a5609739c6b5c2719a3752327c5e33a7,21,271
a5609739c6b5c2719a3752327c5e33a7,22,235
a5609739c6b5c2719a3752327c5e33a7,23,170
a735449c5c09df639c35a7d61fad3ee5,7,2
a735449c5c09df639c35a7d61fad3ee5,8,2
a735449c5c09df639c35a7d61fad3ee5,9,12
a735449c5c09df639c35a7d61fad3ee5,10,2
a735449c5c09df639c35a7d61fad3ee5,11,10
a735449c5c09df639c35a7d61fad3ee5,12,6
a735449c5c09df639c35a7d61fad3ee5,13,6
a735449c5c09df639c35a7d61fad3ee5,14,6
a735449c5c09df639c35a7d61fad3ee5,15,4
a735449c5c09df639c35a7d61fad3ee5,16,3
a735449c5c09df639c35a7d61fad3ee5,17,3
a735449c5c09df639c35a7d61fad3ee5,18,3
a735449c5c09df639c35a7d61fad3ee5,20,3
a735449c5c09df639c35a7d61fad3ee5,21,4
a735449c5c09df639c35a7d61fad3ee5,23,1
a814069db8d32f0fa6e188f41059c6e1,0,6
a814069db8d32f0fa6e188f41059c6e1,1,7
a814069db8d32f0fa6e188f41059c6e1,2,3
a814069db8d32f0fa6e188f41059c6e1,3,2
a814069db8d32f0fa6e188f41059c6e1,4,2
a814069db8d32f0fa6e188f41059c6e1,5,3
a814069db8d32f0fa6e188f41059c6e1,6,8
a814069db8d32f0fa6e188f41059c6e1,7,13
a814069db8d32f0fa6e188f41059c6e1,8,21
a814069db8d32f0fa6e188f41059c6e1,9,24
a814069db8d32f0fa6e188f41059c6e1,10,46
a814069db8d32f0fa6e188f41059c6e1,11,32
a814069db8d32f0fa6e188f41059c6e1,12,35
a814069db8d32f0fa6e188f41059c6e1,13,57
a814069db8d32f0fa6e188f41059c6e1,14,42
a814069db8d32f0fa6e188f41059c6e1,15,28
a814069db8d32f0fa6e188f41059c6e1,16,33
a814069db8d32f0fa6e188f41059c6e1,17,40
a814069db8d32f0fa6e188f41059c6e1,18,28
a814069db8d32f0fa6e188f41059c6e1,19,38
a814069db8d32f0fa6e188f41059c6e1,20,29
a814069db8d32f0fa6e188f41059c6e1,21,27
a814069db8d32f0fa6e188f41059c6e1,22,14
a814069db8d32f0fa6e188f41059c6e1,23,7
b05379ac3f9b7d99370d443cfd5dcc28,0,294
b05379ac3f9b7d99370d443cfd5dcc28,1,160
b05379ac3f9b7d99370d443cfd5dcc28,2,93
b05379ac3f9b7d99370d443cfd5dcc28,3,39
b05379ac3f9b7d99370d443cfd5dcc28,4,32
b05379ac3f9b7d99370d443cfd5dcc28,5,28
b05379ac3f9b7d99370d443cfd5dcc28,6,61
b05379ac3f9b7d99370d443cfd5dcc28,7,186
b05379ac3f9b7d99370d443cfd5dcc28,8,444
b05379ac3f9b7d99370d443cfd5dcc28,9,636
b05379ac3f9b7d99370d443cfd5dcc28,10,815
b05379ac3f9b7d99370d443cfd5dcc28,11,942
b05379ac3f9b7d99370d443cfd5dcc28,12,833
b05379ac3f9b7d99370d443cfd5dcc28,13,1088
b05379ac3f9b7d99370d443cfd5dcc28,14,1254
b05379ac3f9b7d99370d443cfd5dcc28,15,817
b05379ac3f9b7d99370d443cfd5dcc28,16,730
b05379ac3f9b7d99370d443cfd5dcc28,17,1002
b05379ac3f9b7d99370d443cfd5dcc28,18,960
